from,to,distance,ntrains
DWP,KYM,10,4
DWR,LWR,37,24
DWR,UBL,20,63
DWR,LD,69,17
DWR,MGD,14,2
DWV,VINH,8,3
DWV,KLBN,10,3
DWX,INDB,41,71
DWX,UJN,41,60
DWX,MKC,36,12
DWX,LMNR,38,7
DWX,VRG,35,2
DWX,RCJ,21,2
DWZ,JDB,107,2
DWZ,GIZ,7,2
DWZ,KMLR,13,2
DXD,KOTA,16,2
DXG,JL,30,20
DXG,NDB,121,4
DXH,MUD,4,1
DXH,GUH,4,1
DXK,RBS,7,2
DXN,RNQ,21,10
DXN,WDM,23,8
DXN,NUQ,34,2
DXR,SUNR,14,2
DXR,THAN,34,1
DXR,MOL,8,1
DYD,RDL,23,16
DYD,SGJ,19,4
DYD,PTH,8,2
DYE,SFX,0,1
DYE,MJF,1,1
DYP,LMN,14,1
DYP,RBL,6,1
DYW,HIL,8,2
DZA,JRC,58,10
DZA,MEX,15,16
DZA,TDO,15,6
DZB,MHRG,26,2
DZB,RE,24,6
DZB,KNNK,10,4
DZKT,HLZ,8,2
DZKT,TMZ,37,2
DZL,MHU,7,2
ED,TUP,50,155
ED,KRR,66,26
ED,SA,59,173
ED,SGE,21,7
ED,PTJ,94,2
ED,KMD,38,4
ED,UKL,37,3
ED,PGR,51,4
EDN,OKL,8,2
EDN,PUU,9,2
EDP,KTHY,3,2
EE,TDD,47,65
EE,RJY,90,69
EE,NZD,18,9
EE,RYP,66,10
EE,PRH,1,6
EKC,GGA,5,7
EKI,MLDT,19,14
EKI,GZO,14,6
EKI,SM,16,4
EKM,TRT,16,8
EKM,PUT,14,10
EKM,NG,1,2
EKMA,SV,33,9
EKMA,MHRN,5,1
EKN,KKZ,7,6
EKN,KFV,3,2
EKN,KUV,5,4
EKR,HIL,11,4
EKR,IPR,10,4
ELM,PAZ,7,4
ELM,PAY,5,4
ENB,HMO,37,2
ENB,NHR,31,8
ENB,TLI,10,2
ENB,KNNA,12,2
ENB,HMH,42,4
ENB,TIBI,20,2
ERL,NJT,13,6
ERL,KZT,15,12
ERL,NCJ,19,6
ERN,ERS,2,13
ERN,TCR,71,18
ERN,KTYM,59,63
ERN,TRTR,10,16
ERN,VARD,35,2
ERN,IPL,6,7
ERN,PVRD,28,2
ERN,ETM,49,2
ERS,SRTL,34,17
ERS,TCR,74,24
ERS,TUVR,23,11
ERS,TRTR,10,2
ERS,KTYM,59,2
ET,HD,75,51
ET,RKMP,86,48
ET,KNW,182,92
ET,PPI,68,97
ET,JBP,246,89
ET,GDYA,70,36
ET,NDPM,18,63
ET,GMD,40,2
ET,GRO,11,4
ET,SGP,50,14
ET,KKN,106,4
ET,TBN,62,6
ET,NGP,295,69
ET,KRTH,11,3
ET,PAR,194,2
ET,NU,161,2
ETM,PVRD,20,4
ETM,KTYM,10,10
ETM,KRPP,8,4
ETP,VGE,7,2
ETW,PHD,56,8
ETW,TDL,92,33
ETW,GZB,275,1
ETW,SKB,55,21
ETW,JJK,77,8
ETW,HAB,39,2
ETW,FZD,75,12
ETW,GOY,136,9
ETW,RURA,95,2
ETW,JGR,16,1
ETW,FAB,79,2
ETW,SSDT,108,2
ETW,GWL,119,2
EVA,VAK,4,2
EVA,PVU,7,2
FA,RANI,14,36
FA,JWB,17,28
FA,PMY,97,2
FA,MJ,67,46
FA,PDWA,55,20
FA,NANA,38,2
FAB,HAB,40,2
FAN,MVJ,14,13
FAN,KIN,23,9
FBD,KJN,58,20
FBD,KSJ,108,27
FBD,FGR,5,14
FBD,NBUE,19,2
FBD,SSD,17,3
FBD,KMJ,30,5
FBD,GHJ,37,7
FBD,GWA,76,2
FBD,MNQ,58,2
FBG,JBN,13,10
FBG,NPV,17,6
FBG,LLP,28,2
FDB,PWL,29,3
FDB,NZM,21,55
FDB,MTJ,113,40
FDB,NDLS,28,7
FDB,TKD,10,4
FDB,KSV,71,8
FDB,FDN,4,2
FDK,KKP,12,12
FDK,FZR,33,14
FGH,MHU,6,2
FGR,KJN,54,6
FGR,KLJ,13,6
FGR,GHJ,32,2
FGSB,SIR,4,2
FK,PGI,15,11
FK,KN,5,2
FK,VLI,10,7
FK,TIR,31,2
FKA,LKW,31,2
FKA,JBD,32,2
FKA,LDK,14,2
FKG,MXN,38,20
FKG,TTB,25,2
FKG,GLGT,7,4
FKG,SZR,34,4
FKM,GOGH,23,8
FKM,KOJ,10,21
FKM,NOQ,68,4
FKM,NBQ,41,4
FKM,GKJ,47,2
FKM,SPX,8,5
FKM,KAMG,48,4
FKM,NCB,87,2
FL,KSG,54,58
FL,RGS,67,13
FL,JP,55,75
FL,SBR,7,16
FL,KKU,46,4
FL,JOB,18,10
FL,RNW,35,6
FL,NAC,35,10
FL,NRI,10,11
FL,KMNC,51,4
FL,HDA,8,5
FL,MKN,64,12
FLD,MJ,25,2
FLD,KBK,22,2
FLK,NCB,38,16
FLK,GDX,16,2
FLR,ULB,2,1
FM,MXT,6,4
FM,UR,13,4
FM,KCG,8,4
FM,HPG,1,3
FM,NSVP,5,3
FPMP,WAIR,4,1
FPS,SIKR,47,2
FPS,LNH,20,10
FPS,RSWT,19,2
FSP,HAN,14,6
FSR,GDB,7,2
FSR,MOT,10,2
FSW,SDS,6,1
FTD,INDB,40,10
FTD,LMNR,36,4
FTD,RTM,79,2
FTD,UJN,23,4
FTG,JAIS,11,4
FTG,RBL,18,4
FTH,SGNR,15,2
FTH,HMK,11,2
FTH,ORKI,5,1
FTH,MOPR,10,1
FTP,PRYJ,117,25
FTP,SRO,60,6
FTP,SFG,113,14
FTP,GOY,80,7
FTP,KGA,35,10
FTP,KKS,7,1
FTP,RAMA,5,1
FTS,RBS,14,12
FTS,KLB,13,2
FTS,SNPR,6,2
FUT,PNBE,22,2
FUT,KOO,8,36
FUT,PNC,12,48
FUT,HDE,5,1
FYZ,RAMA,6,1
FYZ,RUB,9,1
FZD,SKB,20,14
FZD,TDL,17,28
FZR,MXH,42,4
FZR,TWB,31,6
FZR,GHS,39,4
FZR,MOGA,55,2
FZR,SQR,71,4
FZR,MWX,24,2
G,TRO,29,16
G,TMR,50,16
G,NGP,130,64
G,RJN,105,38
G,WSA,103,6
G,NAB,131,8
G,R,172,4
GA,NAC,19,2
GA,SBR,8,2
GAD,KRBA,7,1
GADH,PRNR,7,2
GADH,KDJR,11,2
GADJ,JP,5,74
GADJ,GTJT,5,18
GADM,GD,7,2
GAG,GATD,15,1
GAG,TIS,7,1
GAJ,MKRN,31,4
GAJ,GW,14,2
GAJ,PHA,13,4
GAJB,SGAM,10,2
GAL,KRH,7,2
GAL,PSL,6,2
GALE,JRLE,6,2
GALE,MGLE,8,1
GAM,HMA,6,2
GAM,KIT,28,2
GAM,RBA,17,2
GAMI,NHR,26,4
GAMI,TSD,14,6
GAO,PS,8,1
GAP,PRP,12,2
GAR,SCKR,14,12
GAR,KY,29,22
GAR,PPI,49,29
GAR,NU,44,17
GATD,KITA,15,1
GAUR,TH,8,2
GAW,KPE,9,2
GAW,JKNI,7,2
GAYA,KQR,76,82
GAYA,SSM,103,18
GAYA,NWD,59,6
GAYA,PNME,151,4
GAYA,RFJ,38,10
GAYA,JHD,47,15
GAYA,PRP,32,6
GAYA,GRRU,22,14
GAYA,GMO,170,5
GAYA,WZJ,24,2
GAYA,TKN,20,4
GAYA,KSTA,8,2
GAYA,TIA,41,4
GAYA,PNBE,92,6
GAYA,SEB,80,2
GAYA,PRG,350,1
GAYA,KIUL,129,4
GB,GKP,35,1
GBA,VSU,25,8
GBB,TK,17,7
GBB,TTR,52,3
GBB,NTR,9,1
GBB,MLSA,8,1
GBD,HUP,24,21
GBD,SBC,87,1
GBD,YNK,60,7
GBK,KTJI,3,2
GBP,MDL,53,2
GBX,HTE,41,6
GBX,PKF,20,2
GCH,MKN,30,4
GCT,YFP,20,16
GCT,NDJ,18,2
GCT,KMDR,33,2
GCT,JNU,100,4
GCT,TRG,9,1
GD,MUR,28,61
GD,GKP,154,12
GD,LKO,116,42
GD,STP,159,14
GD,JLD,46,3
GD,GTNR,109,3
GD,MSW,43,2
GD,SUBR,6,2
GDA,RTM,185,30
GDA,SAT,21,2
GDA,LMK,40,2
GDA,ND,97,2
GDA,KIZ,5,1
GDA,KRSA,10,1
GDA,VKG,7,1
GDB,MOT,16,13
GDE,TAC,9,3
GDE,KLU,11,4
GDG,KBL,58,29
GDG,HBL,12,3
GDG,KGX,9,1
GDG,UBL,58,31
GDG,HLAR,47,4
GDG,NGR,23,8
GDG,MLP,30,4
GDG,LKT,13,4
GDGN,GUR,6,1
GDI,KALS,5,2
GDI,SNH,11,2
GDKP,TEO,8,2
GDL,NUD,31,4
GDL,RJT,41,2
GDL,VRR,17,12
GDL,JLR,36,2
GDL,RBR,17,2
GDL,GTT,13,2
GDO,MTJ,26,4
GDO,RAKD,7,2
GDP,KSM,12,1
GDP,KPN,10,1
GDPL,MED,9,2
GDPL,GWV,5,1
GDR,NYP,27,22
GDR,NLR,39,169
GDR,RU,83,57
GDR,PER,137,39
GDR,SPE,55,17
GDR,MAS,137,27
GDR,OGL,154,8
GDR,MS,142,27
GDR,VDE,31,4
GDR,VKI,36,13
GDR,KHT,60,8
GDR,VKT,22,2
GDR,TPTY,93,2
GDV,GVL,11,8
GDV,KKLR,29,39
GDV,RYP,52,2
GDV,MTM,37,2
GDV,MDVL,22,3
GDV,TGU,18,1
GDV,PCU,16,1
GDV,OTR,8,1
GDV,IDP,13,1
GDX,NCB,23,2
GDYA,MJY,28,3
GDYA,POX,31,2
GEA,SAO,16,2
GEB,SHC,16,4
GEB,SOU,11,6
GEB,PGC,5,2
GEK,LR,6,1
GEK,KSG,6,1
GG,SBIB,14,2
GG,VTP,6,2
GG,SEJ,6,2
GGA,LMM,6,1
GGA,SBO,13,2
GGC,SWM,63,62
GGC,SMVJ,35,16
GGC,HAN,45,26
GGC,MTJ,153,4
GGC,KOTA,172,14
GGC,NNW,17,6
GGC,PDZ,21,4
GGC,LRU,7,2
GGD,SKP,12,1
GGH,NMA,17,6
GGH,JJP,21,6
GGN,RE,51,54
GGN,GHH,9,10
GGN,PTRD,30,16
GGN,JP,276,2
GGN,PM,14,9
GGR,HMG,14,2
GGVT,SRNM,10,3
GH,SBZ,11,2
GHAA,MOU,5,4
GHAI,RENH,14,1
GHAI,PNHR,11,1
GHB,SGA,6,2
GHD,GHQ,10,12
GHD,RNQ,99,5
GHD,JPL,47,2
GHD,LBT,11,2
GHD,URD,17,8
GHD,NUQ,44,2
GHD,SEB,92,2
GHE,MQC,3,1
GHGL,HRNR,5,2
GHGL,VJPJ,21,2
GHH,RE,42,1
GHH,PT,8,4
GHH,PTRD,21,9
GHJ,JDA,9,2
GHJ,KLJ,19,6
GHJ,KJN,22,12
GHL,SDVL,9,1
GHLE,SNT,7,5
GHLE,MLV,8,5
GHNA,ROK,31,6
GHNA,PNP,40,4
GHNA,SNP,40,2
GHNA,JIND,49,2
GHNA,IRA,21,2
GHNH,KIS,33,2
GHPU,KRA,6,2
GHPU,TPY,16,2
GHQ,RMF,23,6
GHQ,NUQ,34,6
GHQ,RNQ,90,2
GHQ,URD,24,2
GHR,JMU,14,14
GHR,JAJ,12,12
GHS,JBD,17,4
GHX,RJO,4,2
GHX,NBJU,4,2
GHY,RNY,47,12
GHY,KYQ,6,67
GHY,GLPT,131,12
GHY,MYD,181,2
GHY,NHLG,269,4
GHY,HJI,135,14
GHY,JID,57,24
GHY,LMG,181,10
GHY,NBQ,183,4
GHY,MBG,235,2
GID,NDL,54,14
GID,MRK,60,4
GID,JBK,27,1
GID,SDV,15,4
GIMB,SIOB,53,11
GIMB,VG,235,2
GIN,KBL,11,5
GIN,HTNL,7,3
GIN,MRB,11,5
GIR,TLR,14,6
GIR,PPW,9,6
GJD,PRP,34,2
GJD,KQR,10,2
GJJ,MRK,13,2
GJL,GMS,21,12
GJL,MNDR,15,6
GJL,HPU,51,6
GJN,NAL,19,1
GJN,KLYT,15,1
GJS,SRW,20,6
GJS,RSNR,14,6
GJTA,MZY,7,2
GJUT,GNA,15,8
GJUT,KKP,16,12
GJWL,KDKL,12,2
GK,LMP,35,6
GK,MLN,25,6
GKC,GKP,3,3
GKC,KHM,10,1
GKH,NRX,5,3
GKH,PCQ,6,3
GKJ,GUP,13,11
GKJ,MTJR,5,5
GKJ,TFGN,35,4
GKK,PCH,16,2
GKK,GPB,5,4
GKK,PRKH,9,2
GKL,GMDN,4,3
GKL,MDN,7,3
GKP,SWA,17,7
GKP,LKO,270,4
GKP,KLD,35,73
GKP,SBZ,66,6
GKP,MIM,10,2
GKP,PPC,20,7
GKP,PJ,22,4
GKP,JTB,11,1
GKP,SV,119,5
GKP,SDDN,72,2
GKP,MUR,125,4
GKP,NKE,151,3
GKP,STP,312,3
GKP,JEA,6,2
GLA,MABD,19,7
GLA,GUU,8,1
GLGT,NMGY,16,2
GLP,PAP,6,5
GLPT,NBQ,51,35
GLPT,KYQ,124,25
GLPT,PNVT,8,2
GLPT,KRNI,9,2
GLTA,KSG,18,1
GLTA,SALI,7,1
GLU,TUNI,11,2
GLU,NRP,11,2
GLY,JCL,8,5
GLY,RRGA,10,1
GLY,RJAP,5,3
GM,SNLR,8,2
GM,PFL,9,2
GMAN,KLP,7,1
GMAN,PKR,19,2
GMD,SGP,10,6
GMDA,PVPT,12,6
GMDA,JMPT,18,2
GMDA,KNRT,9,4
GMDN,KGP,2,5
GMDN,MDN,11,2
GMH,TATA,11,2
GMH,SINI,16,1
GMIA,PUS,20,2
GMM,KOTI,6,3
GMM,TSL,5,3
GMO,PNME,18,42
GMO,PRR,92,5
GMO,VAA,40,2
GMO,KQR,93,20
GMO,TATA,182,2
GMO,HZD,45,4
GMO,TET,21,4
GMO,TELO,9,4
GMO,KARO,8,1
GMR,KKRH,3,1
GMS,SMBL,9,2
GMS,HPU,30,10
GMTO,HMY,10,2
GMTO,NHLN,9,2
GNB,KGI,3,1
GNB,NYH,2,1
GNC,PNU,127,2
GNC,SBIB,23,2
GNC,KLL,20,4
GNC,MSH,63,4
GND,RGS,18,4
GNG,RBL,47,10
GNG,JAIS,18,10
GNG,KCJ,16,4
GNGD,KUU,8,4
GNH,PRLI,29,9
GNH,PBN,34,9
GNH,WDN,14,3
GNH,PKNS,17,2
GNK,XBKJ,22,2
GNK,SSM,19,2
GNNA,SGG,7,1
GNNA,KPRD,6,1
GNO,MNI,11,5
GNO,VEER,6,5
GNP,KZJ,20,11
GNP,ZN,29,8
GNP,RGP,16,6
GNP,PQL,12,3
GNPR,KNGR,25,2
GNPR,PLSG,6,2
GNQ,NGP,7,2
GNR,TNGL,7,5
GNR,HPT,26,5
GNRL,SKQ,5,1
GNS,NIR,34,2
GNS,JBP,89,2
GNST,NVS,3,2
GNST,VDH,5,2
GNT,SC,281,8
GNT,TEL,26,23
GNT,SAP,42,43
GNT,PGRL,75,4
GNT,MAG,21,14
GNT,NLDA,171,6
GNT,PDKN,7,4
GNT,NRT,46,18
GNT,PRCA,11,4
GNT,NLPD,5,2
GNT,NBR,9,2
GNT,VJA,12,4
GNT,GT,261,1
GNT,SRPM,23,2
GNT,MRGA,133,3
GNT,OGL,132,2
GNT,NDL,257,2
GNU,SNP,16,13
GNU,SMK,13,12
GNU,PNP,30,1
GNW,PUX,15,4
GNWA,UDR,7,2
GOA,MLAR,17,4
GOA,SONI,16,4
GOC,SRGM,9,1
GOC,TPJ,3,1
GODA,PYHT,17,14
GOGH,KAMG,25,4
GOGH,NOQ,45,6
GOGH,KOJ,33,2
GOH,SGZ,11,8
GOK,KAWR,36,4
GOK,KT,19,12
GOK,MRJN,11,2
GOL,SWR,12,4
GOL,MOU,28,10
GOL,TUX,7,4
GOL,MXW,5,4
GOL,JRA,39,2
GOM,NLP,43,4
GOM,SUZ,8,2
GOPG,THE,5,2
GOPG,SQW,28,2
GOS,MURD,7,1
GOTN,MTD,20,46
GOTN,RKB,81,11
GOTN,KXG,7,4
GOTN,JU,84,23
GOTN,PPR,37,8
GOY,PHN,55,3
GOY,PRYJ,197,21
GOY,TDL,228,6
GOY,ORAI,102,4
GOY,NDLS,437,2
GP,ROU,30,31
GP,GPH,18,10
GP,KXN,9,4
GP,PPO,25,1
GP,PNPL,57,1
GP,SXN,7,2
GP,JSG,72,7
GP,KLG,16,2
GPAE,NDAE,30,1
GPAE,SOAE,7,1
GPB,KUD,46,6
GPB,MRJ,79,4
GPB,RBG,29,6
GPC,NU,6,4
GPD,TADA,23,2
GPD,PON,13,2
GPD,MS,52,4
GPD,SPE,35,4
GPH,SOGR,6,2
GPH,TGM,8,2
GPI,VZM,22,6
GPI,KMX,9,6
GPI,VBL,31,2
GPI,GRBL,10,2
GPU,VPL,11,4
GPU,HNMN,7,4
GPY,KPU,8,2
GPY,KKM,8,2
GPZ,VNE,52,4
GPZ,HMY,51,2
GPZ,TBH,33,2
GPZ,HML,19,2
GQN,PIRO,20,2
GRA,KUN,18,7
GRA,PNP,16,7
GRBL,GTLM,6,2
GRCP,LJR,9,2
GRF,NBH,8,2
GRF,SMP,9,2
GRH,RXL,35,4
GRH,SMI,51,2
GRHI,MLKN,15,4
GRHI,HNS,13,4
GRI,HP,8,1
GRKA,KNNK,4,2
GRKN,RCTC,12,1
GRKN,RHMA,16,1
GRL,MFP,26,8
GRMP,RMPB,13,4
GRMR,KHNM,12,14
GRMR,UCR,18,4
GRMR,PQN,7,10
GRO,SQL,8,4
GRRU,RFJ,15,14
GRRU,PRY,6,2
GRRU,IMGE,7,2
GRWD,TGN,3,5
GRX,MBDD,10,1
GSL,MDN,12,3
GSL,SLB,12,3
GSO,UCA,8,1
GSO,NRW,7,1
GSP,PTK,35,2
GSPR,SHR,11,12
GSPR,JBP,27,2
GSRM,TOI,7,1
GSW,SGF,7,1
GTA,SLRD,5,2
GTD,PRR,15,1
GTD,GUG,14,1
GTHT,HUFP,7,1
GTHT,LLJP,3,1
GTI,HPP,11,2
GTJT,JP,11,2
GTJT,KWP,6,2
GTK,KGB,16,2
GTK,USL,8,2
GTL,MALM,92,19
GTL,GY,29,36
GTL,TU,76,4
GTL,HX,184,6
GTL,YPR,273,2
GTL,SC,405,2
GTL,KRNT,125,2
GTL,RC,122,14
GTL,PDL,46,2
GTL,MKR,14,2
GTL,SSPN,134,2
GTL,TPTY,318,2
GTL,RU,308,2
GTL,HNMN,4,4
GTL,TIM,3,2
GTLM,VZM,6,2
GTM,HAR,15,6
GTM,PTRE,10,2
GTNR,LC,11,2
GTS,JGM,59,7
GTS,TATA,37,18
GTS,HIJ,97,2
GTS,RHE,17,5
GTS,GUD,10,1
GTS,KGP,98,2
GTST,MHT,5,2
GTT,VRR,4,2
GTU,JOA,28,2
GTU,PRLI,24,2
GTX,KSE,3,3
GTX,SYN,4,3
GUB,RPSC,13,2
GUD,RHE,7,1
GUG,KSX,7,1
GUG,PRR,28,2
GUG,JAA,20,2
GUH,GZN,4,1
GUH,MDNR,17,1
GUH,GZB,10,1
GUNA,RTA,20,41
GUNA,MINA,32,5
GUNA,SHDR,29,4
GUNA,SVPI,102,14
GUNA,KLRS,78,2
GUNA,MAKR,116,2
GUNA,MABN,5,1
GUNA,TRWT,15,2
GUNA,SGAC,182,2
GUNA,UJN,255,2
GUNA,SGO,186,2
GUR,KLBG,26,17
GUR,SUR,86,2
GUR,SVG,14,1
GUR,HG,71,2
GUU,MABD,11,1
GUV,PNQ,20,4
GUV,TCR,22,2
GVA,PHM,9,2
GVA,TMB,4,2
GVB,MNV,9,1
GVB,PIA,11,1
GVD,UBR,9,8
GVG,SIR,10,8
GVG,KNN,8,8
GVH,JBS,11,2
GVH,JREA,6,2
GVH,RAH,20,2
GVI,NML,12,1
GVI,VZM,25,2
GVL,PAV,16,8
GVN,NDD,19,6
GVN,RJY,3,8
GVN,KVR,4,2
GVR,RNY,15,2
GVR,KBY,12,2
GW,LDA,10,2
GWA,PTI,7,4
GWA,SWRT,13,4
GWA,KSJ,32,2
GWD,KRNT,55,44
GWD,KCG,180,2
GWD,MBNR,75,30
GWD,SRNR,13,8
GWD,WPR,22,10
GWD,SBBJ,45,4
GWD,IKI,18,2
GWD,PDO,8,2
GWH,HJP,5,1
GWH,HUFP,5,1
GWL,MRA,38,63
GWL,MOJ,64,4
GWL,VGLJ,98,120
GWL,STLI,9,2
GWL,MLAR,25,6
GWL,NZM,305,8
GWL,NDLS,313,2
GWL,SVPI,126,22
GWL,PNHR,26,1
GWL,RENH,52,2
GWL,SAC,18,4
GWM,NZD,21,2
GWV,MED,3,2
GY,TU,47,35
GY,YA,115,7
GY,KRNT,107,2
GY,HX,155,2
GY,JKO,12,2
GY,PLU,11,2
GYJ,TU,46,2
GYM,KPD,25,12
GYM,VN,43,5
GYM,VLT,10,2
GYM,JTJ,59,2
GYN,PRYJ,65,27
GYN,PRRB,62,15
GYN,MBS,13,5
GYN,JI,55,2
GYN,HDK,25,2
GZB,NDLS,25,41
GZB,MTC,47,28
GZB,PKW,26,26
GZB,SBB,6,16
GZB,HPU,37,18
GZB,MB,141,39
GZB,TKJ,23,1
GZB,KRJ,62,12
GZB,NZM,28,26
GZB,TDL,184,6
GZB,GZN,6,5
GZB,MDNR,28,8
GZB,MUD,18,1
GZB,MIU,10,1
GZH,PNC,3,5
GZH,RJPB,5,5
GZKA,OTD,7,2
GZL,NDL,14,7
GZM,JMQ,5,2
GZM,MLDT,8,2
GZN,MUD,12,2
GZN,MDNR,21,2
GZO,MLDT,33,2
HA,STP,25,2
HA,LMP,21,2
HAA,KAWR,13,2
HAD,KYJ,13,18
HAN,SMVJ,10,18
HAPA,RJT,73,56
HAPA,JAM,9,54
HAPA,WTJ,21,2
HAQ,RJP,5,2
HAQ,NRE,6,2
HAR,JSB,13,2
HAS,HLN,31,10
HAS,SBGA,41,2
HAS,SKLR,42,10
HAT,KSB,5,1
HAT,PAO,3,1
HATB,MANE,12,2
HATB,JUJA,12,2
HAUR,PKU,10,2
HAUR,RDU,4,2
HBF,KNGR,8,2
HBF,SPRM,4,2
HBI,KTY,27,2
HBI,MMI,22,2
HBLN,TMX,4,1
HBLN,SHNR,11,4
HBLN,KOTT,2,3
HBS,SVHE,4,2
HBS,KUG,8,2
HBU,KHNP,8,2
HCM,TIU,5,1
HCM,KBM,8,1
HCNR,NKW,11,2
HCNR,JKPR,72,4
HCNR,KDJR,50,6
HCNR,SKND,64,2
HCP,RBL,15,12
HCR,MLDT,56,8
HCR,KNE,90,6
HCR,KDPR,6,8
HCR,SM,21,5
HCR,LAV,13,1
HD,KKN,30,13
HD,TBN,15,13
HD,KNW,107,42
HD,PAL,7,2
HDA,JOB,10,4
HDB,JPG,22,4
HDD,HGI,7,4
HDE,KOO,3,1
HDGR,HEM,22,2
HDK,PRRB,37,2
HDL,KSV,12,4
HDL,PWL,30,4
HDN,MDJ,12,10
HDN,JPL,7,10
HDP,PUNE,6,5
HDP,MJBK,4,1
HDP,URI,22,2
HDU,REI,15,2
HDU,KMZ,14,2
HDW,KGM,6,20
HDW,LKU,17,20
HEB,LOGH,3,1
HEI,MLSA,4,1
HEI,TK,6,1
HEM,SHSK,15,8
HEM,MUE,67,2
HEM,KNVT,59,2
HEM,NED,90,2
HER,UDGR,17,2
HET,SIKD,6,2
HFZ,LPI,5,7
HFZ,SNF,9,7
HG,TKWD,8,4
HG,SLGE,12,3
HG,SUR,15,5
HG,TLT,6,1
HG,IDR,44,4
HG,LHN,33,2
HGH,LKO,57,2
HGI,VP,9,6
HGL,UMD,78,2
HGR,RIG,37,4
HGT,SEGM,34,12
HGT,WR,33,6
HGT,WRR,39,8
HGT,WG,7,1
HGT,NGI,17,1
HHL,KIAT,7,1
HIJ,MDN,18,20
HIJ,JER,65,12
HIJ,TATA,133,9
HIJ,JGM,37,2
HIJ,KGP,4,2
HIKD,KMPU,12,1
HIKD,HMBD,16,1
HIP,ROP,6,6
HIP,TKPL,7,2
HIR,NKE,15,17
HISE,SBGA,16,2
HJI,LKA,14,22
HJI,LMG,45,18
HJI,JID,79,8
HJI,MYD,45,4
HJI,KWM,27,2
HJP,SEE,6,66
HJP,MFP,53,86
HJP,PPTA,21,30
HJP,SPP,38,8
HJP,MNO,30,4
HK,PPEA,7,1
HKD,MNCR,9,3
HKG,SBP,7,12
HKL,MLG,12,2
HKL,NMH,13,2
HLAR,LKY,8,3
HLAR,MLP,17,7
HLK,HSD,20,1
HLK,JRU,10,5
HLK,RGI,10,4
HLKH,HMBD,19,1
HLKH,KNAG,9,1
HLN,KRNR,54,8
HLN,MYS,89,2
HLR,KPA,3,2
HLR,NH,4,2
HLW,JRKN,6,1
HLX,SQF,5,2
HLZ,TMZ,45,2
HM,PDH,14,2
HM,JALD,5,2
HMA,RBA,11,2
HMBD,KLBG,70,3
HMBD,KMPU,29,1
HMH,SGRA,27,12
HMH,SDS,37,8
HMH,HMO,6,6
HMH,PGK,25,12
HMH,JRKN,8,1
HMH,MNSR,11,2
HMH,MBY,57,2
HMH,SGNR,67,2
HMH,SOG,49,4
HMH,NAWN,7,1
HMK,PJK,13,2
HMK,KTPK,4,1
HMK,ORKI,5,1
HML,NBX,15,2
HMO,TIBI,17,4
HMRR,JITE,5,6
HMRR,PEN,5,6
HMT,SJS,41,6
HMT,NHM,67,4
HMT,PRJ,22,4
HMT,RGQ,23,2
HMY,NHLN,19,10
HMY,VNE,103,12
HMY,NLP,30,18
HMY,TBH,18,4
HMY,KTPR,13,2
HMY,RPAN,154,6
HNA,KT,13,12
HNA,MRDW,27,10
HNA,KAWR,69,4
HNA,MANK,18,2
HND,NBT,4,2
HND,MHDB,6,2
HND,MRDL,14,1
HNK,MAD,9,1
HNK,MYA,10,1
HNL,WHM,48,42
HNL,PAU,80,20
HNM,SKAR,8,2
HNPA,SRGP,15,2
HNS,MAYR,8,3
HNS,STD,13,6
HOH,JML,5,1
HOH,MVD,6,1
HOJ,HSA,9,2
HOL,SNK,8,4
HOL,NDN,5,4
HP,SOD,33,4
HP,SEU,20,2
HPG,YKA,2,3
HPGM,KUR,3,2
HPGM,MWQ,6,2
HPHI,KTY,26,2
HPKA,ORR,4,1
HPO,SLNA,16,2
HPO,ROA,16,3
HPO,KGG,41,1
HPP,MRPR,21,18
HPP,RORA,11,2
HPP,KLAR,32,12
HPP,MBA,53,2
HPT,MRB,6,20
HPT,KBL,28,19
HPT,TNGL,33,21
HPT,MMI,22,2
HPU,SMBL,21,2
HPU,PKW,11,26
HPU,MB,104,14
HPU,NDLS,63,2
HPU,MTC,29,10
HPU,KRJ,64,2
HQR,KLBG,9,1
HQR,SDB,17,1
HR,SDLP,14,2
HR,RMB,15,2
HRG,MKDN,6,4
HRG,JNO,10,4
HRI,LKO,102,25
HRI,SPN,62,41
HRI,ROZA,56,3
HRI,SAN,54,6
HRI,LJN,102,2
HRLI,MWT,20,1
HRN,ON,32,2
HRNR,KTHU,29,9
HRNR,VJPJ,27,8
HRNR,SMBX,15,3
HRNR,PTK,52,6
HRNR,JAT,48,2
HRPG,SKN,8,2
HRPG,KEPR,11,2
HRR,RNR,22,42
HRR,HVR,55,9
HRR,UBL,130,2
HRS,TDL,48,20
HRS,SNS,9,1
HRS,PORA,11,1
HRSN,TNL,11,2
HRSN,ULG,11,2
HRT,WENA,5,6
HRT,KRNN,7,2
HSA,MDT,11,4
HSA,RVK,24,2
HSA,SGUJ,126,2
HSD,JRU,29,4
HSD,SHV,10,5
HSD,RGI,10,6
HSDA,PYHT,15,14
HSDA,MDLE,23,20
HSDA,NNHT,17,8
HSDA,MHUR,38,2
HSI,KRH,8,6
HSI,KNAR,6,2
HSK,KBJ,23,8
HSK,KRAR,41,2
HSK,NPD,29,8
HSK,TRKR,10,2
HSP,KZJ,21,1
HSP,OPL,12,1
HSR,SDLP,70,20
HSR,NKN,10,2
HSR,STD,11,9
HSR,SWNI,30,6
